text,spam
"Subject: the expertfinder is here ! !  introducing expertfinder . the expertfinder enables you to identify critical  skills and mobilize enron ' s intellectual capital . by utilizing this powerful  intranet search engine , you can locate people within the enron community by  organization structure , skills , reporting relationships , languages , school  attended , and prior work experience .  to access expertfinder go to https : / expertfinder . enron . com on the enron  intranet . expertfinder is only as good as the data stored in it . does your  data or the data for your business unit need updating ? go to  ehronline . enron . com or home . enron . co . uk / home . asp ( london only ) to update your  data today . view changes in expertfinder tomorrow !  due to the sensitivity of this data , we are initially previewing this tool to  only managing directors & above , as well as key people in the hr community .  we want your feedback on how expertfinder can be further enhanced . try it  out and give us your thoughts by sending an email to expertfinder @ enron . com !  finally , you will have the opportunity to work with your hr leaders to review  and expand the template that is used to store the types of skills that are  relevant for your business . if you want to be able to search on certain  criteria , let us know and the template will be updated immediately .  got information ? we provide the tool , expertfinder . enron . com , you provide  the data , ehronline . enron . com .  theexpertfinderand ehronline - helping to empower you !",0
"Subject: improve your size and your power  i ' ve been using your product for 4 months now . i ' ve increased my  length from 2  to nearly 6 . your product has saved my sex life . - matt , fl  my girlfriend loves the results , but she doesn ' t know what i do . she  thinks  it ' s natural - thomas , ca  pleasure your partner every time with a bigger , longer , stronger unit  realistic gains quickly  to be a stud press  here  at this rate i ' ll get home some time next year , he grumbled  oranjestad , aruba ,  po b 1200  oh ; i believe i ' ve heard of you , said the cab - horse ; but you are unlike  anything that i expected to seei do not doubt it , the sawhorse observed ,  with a tone of pride however , i suppose i ought to be glad the machine works  at all  and he really was glad ",1
"Subject: darden case study on "" the transformation of enron ""  shirley ,  please , provide this info .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 30 / 2000  02 : 33 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron north america corp .  from : sherri sera @ enron 03 / 30 / 2000 12 : 47 pm  to : lou l pai / hou / ees @ ees , gene humphrey / hou / ect @ ect , ken rice / enron  communications @ enron communications , andrew s fastow / hou / ect @ ect , vince j  kaminski / hou / ect @ ect  cc : karen owens / hou / ees @ ees , bert frazier / hou / ect @ ect , mercedes estrada / enron  communications @ enron communications , bridget maronge / hou / ect @ ect , mark  palmer / corp / enron @ enron , katherine brown / corp / enron @ enron , fabricio  soares / hou / ect @ ect  subject : darden case study on "" the transformation of enron ""  gentlemen ,  jeff has asked that each of you make time to meet with professors bruner and  bodily regardig the above referenced case ( i have attached a project overview  for your review ) .  they are scheduled to be in houston on tuesday , april 18 , to begin conducting  interviews ( some of which may be videotaped ) . please let me know your  availablility on that date .  thanks for your help , and please don ' t hesitate to call me ( x 3 - 5984 ) should  you need additional information . srs",0
"Subject: important information about united healthcare - please read !  to : houston area employees participating in the domestic medical plan benefits  you may have recently received communication from united healthcare ( uhc )  concerning memorial hermann health systems ' ( mhhs ) decision to terminate  their contract with uhc in the houston / beaumont area . this communication  also included the names of physicians who will be dropped from the network  due to this action . it is our intent to help you understand the situation .  it is our understanding that memorial herman health systems asked for a 40 %  increase in fees - a substantial increase that would have been passed on to  you and enron ! when united healthcare attempted to negotiate with a counter  proposal , memorial hermann cancelled their contract .  while this contractual arrangement was between the hospital system and uhc ,  enron continues to support uhc in their ongoing contract negotiation  efforts . at this time , it is only uhc which has been affected , however , it  is our understanding that cigna has also been contacted by the hospital group  and may be in contract negotiations at this time as well .  many doctors have obtained admission privileges to other area hospitals  within the uhc network or have contracted directly with uhc including those  with admission privileges to the woodlands , sugarland and clear lake  hospitals , to name a few . in a further effort to limit disruption to our  affected employees and families who are enrolled in the uhc network or epo  options , enron has authorized uhc to process claims incurred between  september 28 and december 31 , 2000 as if the termination of the memorial  hermann health systems from the network had not occurred and in - network  benefits applied . office visits will have a $ 10 copayment and all other  charges will be covered at 90 % . hospital admissions will still need to be  pre - certified with uhc .  these steps have decreased the number of participants ' affected by primary  care physician disruption from 1 , 050 to 127 .  if you need medical attention : you or your doctor / hospital must call uhc ' s  customer service number so proper benefits can be verified . in some cases  the hospital or doctor may request payment at the time service is performed .  if this should happen , please obtain an itemized statement and submit it to  uhc with a claim form for prompt reimbursement . claim forms can be obtained  by calling 1 - 800 - 332 - 7979 or in houston at 713 - 853 - 7979 ( press 1 ) .  open enrollment materials will be coming soon . take this opportunity to  consider your elections for 2001 .  united healthcare and enron hr are committed to assisting enron employees  through this transition . we will communicate any further developments that  may impact you or your family .",0
"Subject: new penis enlargement patches !  new penis enlargement patches !  http : / / www . gretan . com / ss /  he plants trees to benefit another generation .  how unhappy is he who cannot forgive himself .  convinced myself , i seek not to convince .  he hath eaten me out of house and home .  petty fears and petty pleasures are but the shadow of reality .",1
"Subject: innovative and effective design for you !  adqueen is an institute committed  to brand planning and designing for enterprises , providing end to end ad  services , from plan to design ,  and finally press .  - - - - - - - make  maximal use of your marketing fund !  http : / /  www . adqueen . com  service  items :  innovative and effective concepts  and copy for  logo and vi ;  website design and building ;  poster and drawing ;  package of gifts ;  exhibitions and shows ;  ad designing and printing ;  and etc .  ( adqueen caters for your  needs ! ) ",1
"Subject: all prescriptions are dispensed by licensed pharmacists  enjoy great sex by taking viagra !  become a fixer , not just a fixture .  reform , v . a thing that mostly satisfies reformers opposed to reformation .  friends may come and go , but enemies accumulate .",1
"Subject: * special notification * aurora version 5 . 5 release , what ' s new ?  iv  friends :  i spoken with most of you over the last few weeks regarding the new  version of aurora due to be released tomorrow . we ' ve broken a lot of  new ground with this version , and this version will serve as our  official launch into the eastern u . s . we ' ve worked closely with our  eastern customers , and responded to the needs of the market . some of  the enhancements :  aurora software modeling enhancements :  * energy storage - resources ( pumped hydro )  * market areas : no limit on number of areas  * transmission : congestion pricing .  * price caps  * risk analysis  * modeling enhancements via vb scripting : "" update data "" capability  general capabilities  * aurora ' s run time speed improved again .  * file transfers to epis  * interface enhancements  reporting enhancements  * marginal resource reporting  * resource operations reporting  * resource stacks detail consolidated  aurora databases  * east - central aurora database - - 25 market areas modeled with 11  market areas in new york iso .  * wscc aurora database - - updated ipp resources  * ercot aurora database - updated resources  * all databases updated to use the new modeling capabilities  as aurora continues to grow , and we meet the needs of the market , we  have made several procedural changes . we continue to offer free 7 - day  demos to those companies that want to take a look at the model , and get  a brief idea of how it thinks and feels . after that 7 - day demo period  we now offer either a discount for moving into a full license , or we  offer a 60 - day trial for $ 10 , 000 . 00 - - we also now offer more options  for the licensing of the model . annual licenses are priced as follows :  single user ( 1 user / 1 pc )  $ 33 , 000 . 00  limited - use ( 1 user / multiple pcs or multiple users / 1 pc )  $ 45 , 000 . 00  two - user ( 2 users / 2 pcs )  $ 55 , 000 . 00  site license ( unlimited users / pcs excluding affiliates )  $ 79 , 000 . 00  affiliate - site ( unlimited users / pcs including affiliates )  $ 99 , 000 . 00  for additional information , please contact me , and i ' ll speak with you  about how aurora can help you in your specific operations and projects .  v . todd wheeler  sales manager  epis , inc .  ( 503 ) 722 - 2023 tel . x 210  ( 503 ) 722 - 7130 fax  www . epis . com  todd @ epis . com  >  - what ' s new - version 5 . 5 information . doc",0
"Subject: re : real world option pricing  tom ,  thanks . i shall try to pick up the paper tonight .  the e - mail caught me in a better place than an air conditioned place .  i am in australia and it ' s winter here .  vince  tom arnold on 07 / 20 / 2000 11 : 44 : 43 am  to : vince . j . kaminski @ enron . com  cc :  subject : re : real world option pricing  hey vince ,  since i saw you last , the "" real world option princing "" paper has taken on  some more interesting results . tim crack and i would certainly like your  comments on the previous version and current version because we feel there  are still more areas to explore , such as , value at risk . here is where you  can download the paper :  i hope this e - mail finds you in air conditioned room away from the heat .  tom",0
"Subject: 21 st century web specialists jrgbm  dear  it professionals ,  have a problem or idea you need a solution for ?  not sure what it will cost so that you can budget accordingly ?  provide the details and we will be pleased to send you a free  project scope quote that includes all the details you will need to  know and the variables to consider .  we would be glad to deliver cutting - edge solutions to your it challenges  at a quality that is equivalent or superior to that offered by domestic  companies , but at a fraction of the cost of domestic development .  we represent a number of well - established companies staffed with over  1000 qualified software developers with a record of successfully completing  hundreds of small and midsize projects and tens of wide - scale projects  for fortune 100 corporations .  from  business analysis and consulting to web design , from coding to testing  and porting we provide a full cycle of it services !  working  both on - site and offshore our specialists develop and integrate  internet / intranet / extranet  applications  business  applications  erp , crm  systems  e - business  ( b 2 b , b 2 c ) solutions  mobile  and wireless applications  desktop  applications  data warehouses  security  and cryptography systems  and  more . . .  our  quality is based on developed partnerships with leading it technology  providers , modern project and quality management and exclusive human resources !  for  more info . . . click  here ! ! !  please include your phone number ,  and we will be happy to call you !  cost  effective it solutions !  experienced teams of specialists !  fair rates !  free  quotes ! !  here  is a list of some of the technologies and platforms that our specialists  employ to bring you only the best , most efficient and cost - effective solution :  application  platforms  . :  . net  . : java 2 ee  . : ibm websphere suite  . : lotus domino  . : bea weblogic  . : coldfusion  operating  systems  . :  windows ,  . : unix  . : ibm  databases  . :  ms sql  . : oracle  . : db 2  . : foxpro  . : informix  . : sybase  it  standards  . :  activex , com  . : asp  . : corba  . : jdbc  . : odbc  . : wap , wml  for  more info . . . click  here ! ! !  please include your phone number ,  and we will be happy to call you !  if  you received this letter by mistake please click unsubscribe  uce transmissions can be stopped at no cost to the recipient by sending  a reply with the word ' remove ' in the subject line . ( ref .  u . s . senate bill 1618 , title # 3 , section 301 ) ",1
"Subject: re : benchmarking study  sally ,  thanks . the name of the person is at the bottom of this sequence of messages .  vince  enron north america corp .  from : sally beck 01 / 05 / 2001 09 : 27 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : benchmarking study  i passed this information along to some of my direct reports for their  thoughts , and truthfully didn ' t hear back from anyone and didn ' t follow up .  two years ago , we agreed to be part of a benchmarking study that was done by  aa ' s houston office ( interestingly enough , wes colwell was the aa partner who  led this effort ) and we had mixed results . the study was designed to cover  gas and power . despite our involvement in the steering committee , the study  itself was very , very detailed , such that it was troublesome to complete .  jim fallon at the time refused to submit information on the majority of the  questions surrounding power , so our survey data for power was not very  useful .  i would agree that at this time we will pass on this request . thanks for  passing it along , however . i would be happy to convey this directly to the  person that has contacted you . just let me know his / her name and number and  i will follow through on that if you would like .  hope that your holidays was enjoyable and that the new year will be a good  one for you . - - sally  vince j kaminski  01 / 03 / 2001 03 : 29 pm  to : sally beck / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : benchmarking study  sally ,  i gave you some time ago a brochure on this benchmarking study request .  they renewed their request for enron ' s participation .  what is your view on this ? do you think the benefits of knowing what ' s  going on offset the loss due information released and time spent on the  project .  my recommendation is to forget it .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 01 / 03 / 2001  03 : 28 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" theresa sanders "" on 12 / 27 / 2000 01 : 32 : 18 pm  to :  cc :  subject : benchmarking study  dear vince ,  peter nance and i wanted to follow - up our discussion of enron ' s participation  in our benchmarking study . have you discussed enron ' s participation in the  project with your colleagues ?  here is a small sample set of metrics that were taken from a comprehensive  list of over 700 metrics . the study group will decide which metrics to use .  with eei ' s credibility and teknecon ' s technical expertise , we intend to  become the industry standard in benchmarking . we would very much like to  have enron participate in the study .  i would be happy to set up another meeting with you and your colleagues with  peter nance if you think that would be helpful .  best regards ,  theresa sanders  director of business development  alliance of energy suppliers  edison electric institute  tel : 202 - 508 - 5183  - eei metrics - short list . xls  - ebrochure . doc  - riskbenc . ppt",0
"Subject: home loans just got better !  free service to  homeowners !  home loans available for any situation .  whether  your credit rating is a + + or you are credit challenged ,  we have many loan programs through hundreds of lenders .  second mortgages - we can help you get up to 125 % of your  homes value ( ratios vary by state ) .  refinancing - reduce your monthly payments and get  cash back .  debt  consolidation - combine all your bills into one ,  and save money every month .  click  here for all details and a free loan quotation  today !  we strongly oppose the  use of spam email and do not want anyone who does not wish to receive  ourmailings to receive them . as a result , we have retained the  services of an independent 3 rd party toadminister our list management  and remove list ( http : / / www . removeyou . com / ) . this is not  spam . if youdo not wish to receive further mailings , please click  below and enter your email at the bottomof the page . you may then  rest - assured that you will never receive another email from usagain .  http : / / www . removeyou . com / the 21 st  century solution . i . d . # 023154",1
"Subject: lacima energy and weather derivatives courses by clewlow and  strickland  please find attached information ? for our next two courses and workshops : ?  energy derivatives : ? pricing and risk management and  weather derivatives , which will be conducted in houston and in london in feb  / march 2001 . ? instructors will be dr les clewlow and dr chris strickland .  ?  because the course requires intense interaction , the courses will be ? limited  to a maximum of 15 people , so early registration is encouraged .  ?  if you require further information , or would like to register for either or  both ? courses , please contact me via this email or our web site , ? www .  lacimagroup . com  - energy . pdf  - weather . pdf",0
"Subject: unbelievable new homes for the usa !  it ' s a beautiful day today  homeowner  you have been pre - approved for a $ 431 , 221 home loan at a 3 . 29 fixed rate .  this offer is being extended to you unconditionally and your credit is in no way a factor .  to take advantage of this limited time opportunity  all we ask is that you visit our website and complete  the 1 minute post approval form  have a good day ,  shemika kelly",1
"Subject: non - firm power curve building  hi vince ,  amitava and i have received a request to build a non - firm power curve for  each region from david hoog ' s double trigger folks . the objective , as they  explain it , is to allow the desk to buy non - firm from the market , buy david ' s  outage product , and sell firm to the market . accountants would like a curve  to mark the non - firm position .  my initial thought is that the desk should provide this non - firm curve , but  it seems that this market is very illiquid and they are reluctant so they  have put the ball in david hoog ' s court to build the curve if david wants to  sell his product internally to the desk .  assuming we build the curve , the next issue is how to define "" non - firm "" ?  the only way i can think of is to tie the non - firmness to a specific  generation unit or group of units . this will allow the purchase of david ' s  outage product to cover the non - firmness risk . tying the definition of  non - firmness to a whole region seems implausible - - - what does it mean to  give a marketer the option to not deliver power if there is any problem  anywhere in the region ? consequently , the non - firm curve takes on a  unit - level interpretation , and not a region - level interpretation .  consequently , i do not see how we can talk about the "" non - firm curve for the  region "" ? we will need to build a non - firm curve for each generation unit or  group of units .  maybe i could get your thoughts later today .  thanks ,  vasant",0
"Subject: we are the only online pharmacy offering "" 100 % satisfaction guarantee "" .  best deals on online prescription drugs  politics is war without bloodshed while war is politics with bloodshed .  ' but ' is a fence over which few leap .  with great power comes great responsibility .  each bird loves to hear himself sing .",1
Subject: elena chilkina  hi,0
"Subject: re : rotation information  martin , i am working right here with jim irvine and discussed your rotation .  you will report to me , with ' client ' reporting role to jim where you will do  most of the work . you will remain in houston working on the 19 th floor for  now until we find you a place on either 44 th or 45 th . jim irvine will be  asking john griebling for network planning office space in houston . you will  get an office in that area . jim will work from portland but will hold an  office in houston . until the office space on ebs floors happens , you need to  remain on the 19 th . we will allocate you to jim ' s & john griebling ' s group  full time . you will have ebs computers , cell phone , etc . to be fully  connected on the ebs side . you will work initially on the trffic engineering  side to support day - to - day fire - fighting like analysis . i will supervise you  with repect to guidance on what to do etc . . . jim will direct what will get  done . both jim and i will support traffic engineering work but jim is  ultimately responsible for deliverables .  our technical operational research specialists ( samer , chonawee , and two  others from stanford & mit ) will focus on next generation algorithms for ebs .  such an algorithm is currently being specified . this will depend on how the  trading market will develop . we know that existing off - shelf codes won ' t be  sufficient . the development period for these algorithms will anywhere from 3  months to 9 months depending on the complexity . this is in - line with when ebs  anticipates trade volumes to really pickup . i hope this helps .  regards ,  ravi .  martin . lin @ enron . com  02 / 23 / 00 02 : 06 pm  to : ravi thuraisingham / enron communications @ enron communications  cc :  subject : rotation information  ravi ,  the associate program has a procedure that requires information on new  rotations . i just wanted to clarify some details of my rotation to ebs , esp  given the retained ties to research . will jim irvine be my supervisor with  ebs  being the company billed for my time ? that is , will my connection to research  be informal and understood , rather than having some actual reporting function ?  this is with respect to the a / a pool .  thanks ,  martin",0
"Subject: the garp 2001 convention : gentle reminder  the garp 2001 convention ohp ; lcd projection ) .  ?  also , if required , please do not forget to book your hotel accommodation , as  rooms will not be reserved for garp speakers and delegates after the middle  of january . attached is a hotel booking form for your convenience .  ?  if you have any questions or queries please do not hesitate to contact me ,  though i will be out of the office until 2 nd january , 2001 .  ?  finally , i would like to wish you a wonderful festive season and a happy &  prosperous new year . looking forward to meeting you in new york in february .  ?  kind regards  ?  andreas  ?  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  andreas simou  garp , conference director  tel ? + 44 ( 0 ) 20 7626 9301  fax + 44 ( 0 ) 20 7626 9900  andreas . simou @ garp . com  ?  don ' t miss the garp 2001 convention ,  program details via our web site  www . garp . com  - hotel form . doc",0
"Subject: requirements for clayton  hi vince ,  i have communicated the following requirements to clayton . please give me  your thoughts on additions / modifications .  for eol model ,  1 . working program , with easily usable interface  2 . user docs , for new user to easily start using system  plus includes details about program structure and modules  3 . reports for tabulation of data by commodity , counterparty , period , etc .  should be easy to run daily .  4 . time series description , including graphs , plus some time series analysis  ( say , relationship of volume to time of day , day of week )  5 . cross commodity trading relationships ( identify potential arbitrage )  for gas model ,  1 . calibrate model  2 . user docs , with complete description of data",0
"Subject: research and development charges to gpg  dawn :  here is the original notification . i will also send you the one where vera  says  it was never done .  thanks !  shirley  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 08 / 14 / 2000  07 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  kimberly watson @ enron  06 / 15 / 2000 03 : 26 pm  to : kent miller / et & s / enron @ enron , martha janousek / et & s / enron @ enron , elaine  concklin / et & s / enron @ enron , vera apodaca / et & s / enron @ enron , rod  hayslett / fgt / enron @ enron , vince j kaminski / hou / ect @ ect , pinnamaneni  krishnarao / hou / ect @ ect , shirley crenshaw / hou / ect @ ect  cc :  subject : research and development charges to gpg  vince , krishna and i met to discuss the research and development cross  charges to gpg for january through june . these charges are based upon a  budgeted amount of allocating three resources to the gpg group ( two resources  for revenue management and one resource for gpg marketing ) . we have utilized  the r & d group some during the first half of the year , but not to the full  extent of three resources . vince and krishna have agreed to reverse out some  of the charges that were budgeted january through june . we will revisit this  issue again toward the end of the year to determine if any adjustments are  necessary for july through december .  the budgeted amount january through june has been distributed between the nng  and tw as follows :  research and development  budget ( $ 000 ) nng tw et & s  january $ 46 . 7 $ 46 . 7  february $ 26 . 1 $ 20 . 4 $ 46 . 5  march $ 35 . 9 $ 10 . 2 $ 46 . 1  april $ 34 . 8 $ 10 . 2 $ 45 . 0  may $ 36 . 4 $ 8 . 8 $ 45 . 2  june $ 36 . 4 $ 8 . 8 $ 45 . 2  $ 274 . 7  out of the $ 274 . 7 budgeted for the first half of the year , $ 199 . 7 is to be  reversed back to the research and development department . this reversal will  occur in july . vince , vera apodaca ( ext . x 35980 ) will be our contact to  help facilitate the reversal of these charges .  elaine , the remaining $ 75 . 0 ( $ 274 . 7 - $ 199 . 7 ) is to be allocated with $ 50 . 0  going to the revenue management work order and $ 25 . 0 remaining in o & m .  if anyone has any questions or needs additional information , please don ' t  hesitate to call me ( x 33098 ) . thanks , kim .",0
"Subject: persian kilims and rugs  dear  professional decorator / designer : we go to remote areas of iran ( persia )  to bring you old and antique nomadic kilims and rugs . we  invite you to see parts of our collection by visiting our website ( www . pazirik . com ) . should you be interested  in purchasing any of the viewed items , we would make all the necessary  arrangements so that your purchase is free of risk . best  regards ,  pazirik . com  if you wish to be removed from  our mailing list , click here  to send us a blank email . your email will be automatically removed  fromthe list . ",1
"Subject: re : dr . michelle foss - energy institute  thanks vince - - am tied up with chairing the iaee conference this week .  appreciate your fielding my request via aisha . hope you ' re doing well ! m  * * * * *  all information in this mail is to be treated confidentially .  * * * * *  michelle michot foss , ph . d .  director , energy institute  c . t . bauer college of business  334 melcher hall , room 320  university of houston  houston , tx 77204 - 6011  tel . 713 - 743 - 4634  fax 713 - 743 - 4881  www . uh . edu / energyinstitute  > , , on 04 / 23 / 2001 03 : 15 : 29 pm  please respond to aisha @ uh . edu  to : vkamins @ ect . enron . com  cc : mmfoss @ uh . edu  subject : dr . michelle foss - energy institute  dear mr . kaminski ,  i am writing to ask a favor for dr . michelle foss . as you know we will  be running our "" new era "" program from may 14 - may 25 th . dr . foss was  wondering if on may 22 nd ( between 1 : 30 pm and 4 : 00 pm ) , we would be able to  bring  our participants for a tour of your trading floor . at this time we will  have  30 - 40 people , and since only 10 people maximum should really be on a  trading floor we need to have 4 companies among which to divide our  participants . at this time , we have a floor from coral energy , and are  working with duke ,  and i will be contacting mr . paul roberts to arrange for the reliant energy  trading floor . i was hoping very much that you would be able to direct  me to the right person to contact to arrange this tour . will this be a  possiblity ? i really appreciate your help very much . thank you !  best regards ,  aisha jamal  energy institute  713 - 743 - 4634",0
"Subject: update your account information  dear client of lasalle bank ,  technical services of the  lasalle bank are carrying out a planned software upgrade . we earnestly ask you  to visit the following link to start the procedure of confirmation on customers  data .  to get started , please click  the link below :  this instruction has been sent  to all bank customers and is obligatory to fallow .  thank you ,  lasalle bank customers support service . ",1
"Subject: e & p model  vince - attached is the most recent e & p version of the old corporate cash  flow model that i could find . note that "" most recent "" still dates it back a  few years . a couple caveats : i did try to clean it up somewhat from old  macros , but no guarntees offered . also , some of the underlying methodology  is not what we would probably currently use , such as for pricing , stochastic  processes , and perhaps decline rates .  please let me know if i can provide any additional help .  mark",0
"Subject: adv oil and gas investment tgym  how would you like a 100 % tax free investment in oil and gas wells ?  make over 100 % annually and receive monthly tax free income with  very low risk . if you are liquid for a $ 10 , 000 investment , email your  name , address , and phone number to  oilandgaspackage @ aol . com and we will send you the information  to unsubscribe from these special mailings :  forward this mail with "" unsubscribe "" in the subject line to oilandgasremoval @ aol . com ",1
"Subject: re : personal  dear mr . kaminski :  thank you very much for meeting with me again today over lunch . i appreciated  the opportunity to catch up with you .  please find attached my current resume ( both a short and a long version ) . i  have worked as a trader , portfolio risk manager , and a stock analyst . i have  traded derivatives , bonds , and stocks , and managed insurance and pension  investment portfolios to maximize risk - adjusted returns . let me highlight  some of my work experiences .  trading and risk management  a . . structured , negotiated , and traded otc interests rate swaps ,  cross - currency swaps , swaptions , and exchange - traded equity index futures and  options . made powerpoint presentations to garp and the uoh on credit  derivatives .  b . . developed investment hedging program utilizing exchanged - traded bond  futures and interest rate swaps .  c . . traded and managed pension and insurance fixed income portfolios to  maximize total return and funding ratios . bonds traded : treasuries , agencies ,  mbs / cmos , abs , corporate , yankees , and foreign .  d . . traded and managed stock mutual portfolios for total return .  e . . created a computer program to quantify the attribution of total  return for fixed income portfolios relative to market returns .  f . . programmed investment compliance rules to monitor the management of  domestic and global stock , bond and money market mutual funds .  g . . supervised market risks , credit risks , legal risks , and operations  risks of derivatives , bonds , money market securities , and equities .  policy , reporting and projects  a . . developed investment policy guidelines to manage fixed income  portfolios .  b . . rewrote derivatives policy manual .  c . . prepared a 20 - page powerpoint slide presentation on india for the  senior management .  d . . prepared and presented investment reports to cios , investment  committees , and boards of trustees  i shall , therefore , appreciate your help in connecting me with the right  individual within enron for a job interview to work as a financial  trader / risk manager . i can provide excellent references upon request .  thank you for the lunch .  sincerely ,  maruti d . more , cfa  713 - 722 - 7199  more @ insync . net  - - - - - original message - - - - -  from : vince j kaminski  to : more  date : tuesday , january 25 , 2000 12 : 39 pm  subject : re : fw : luncheon meeting : asap  hello ,  i shall be traveling this week . i shall be glad to meet  you for lunch next week . please give me a call monday  at 713 853 3848 .  vince  "" more "" on 01 / 25 / 2000 10 : 27 : 09 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : fw : luncheon meeting : asap  dear mr . kaminski :  just to bring you up to date . i am no longer with american general . i  shall ,  therefore , appreciate an opportunity to meet with you for lunch at the  earliest  possible time . i can be reached at 713 - 722 - 7199 .  thank you .  maruti more  713 - 722 - 7199  - - - - - original message - - - - -  from : more  to : vince j kaminski  date : friday , december 17 , 1999 8 : 55 pm  subject : re : luncheon meeting  thank you for your response . i was very happy to hear from you .  i am also taking next week off and will be back to work on december 27 th .  please do call me when you get back . would very much appreciate the  opportunity  to have a quick lunch with you , if possible . hope everything is going  well .  have wonderful christmas holidays .  regards  maruti more  713 - 831 - 6209 ( o )  - - - - - original message - - - - -  from : vince j kaminski  to : more  cc : vince j kaminski  date : friday , december 17 , 1999 3 : 35 pm  subject : re : luncheon meeting  hello ,  i shall be taking a few days off around xmas . i shall call you at the  end of  december  when i get back to the office .  with best holiday wishes ,  vince  "" more "" on 12 / 01 / 99 09 : 28 : 09 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : luncheon meeting  dear mr . kaminski :  how are you doing ? i want to find out if we can meet again for a quick  lunch .  you might know that in maharashtra , india there is now a new chief  minister  ( ceo of the state government ) . i am proud to say that he and i are  from the  same  town , latur .  i would really enjoy talking with you again , at your convenience .  i will call you tomorrow to follow up .  thank you .  sincerely ,  maruti more  - - - - - original message - - - - -  from : vince j kaminski  to : more  cc : vince j kaminski ; vkaminski @ aol . com  date : thursday , july 01 , 1999 6 : 16 am  subject : re : luncheon meeting  dear mr . more ,  let ' s meet at 11 : 45 in the lobby of the enron building .  we can walk to one of the restaurants in the downtown area .  vince kaminski  ( embedded enron capital & trade resources corp .  image moved  to file : from : "" more ""  picl 7002 . pcx ) 06 / 30 / 99 10 : 38 pm  to : vince j kaminski / hou / ect  cc :  subject : luncheon meeting  dear mr . kaminski :  i am looking forward to our luncheon meeting on this friday ,  july 2 ,  1999  at  11 : 30 am . please let me know where we should meet . thank you for  taking  time  out  from your busy schedule .  sincerely ,  maruti more  tel . : 713 - 831 - 6209  - attl . htm  - bio @ home . doc  - more @ home . doc",0
"Subject: new vacancies availablee  the leading internet job si barbituric te of australia www . seek . com . au presents unique part - time job proposal from international tour agency travel tour guide . that job position was called "" job of the y construe ear - 2004 "" and it is actual now because of hot summer and best prices for travel tour guide proposals in internet .  do you want to start a successful carrier right now without any entrance fees , without buying goods or involving other people ? do you want to start a successful carrier in financial sphere without economical education or special experience ? - so this glaucoma is a chance for you .  travel tour guide is happy offering you to apply for one of the open financial manager positions . this is a unique proposal because while examining you as applicant only your criminal records and c prudent redit history will be looked through . all we demand from you is to check your e - mail several times a day and to have a valid bank account or to open a new one .  the main option of financial manager ' s job is to receive funds on personal bank account with future remittance to travel tour guide . manager gets 5 % from every remittance . so every financial manager of travel tour guide has an opportunity of getting 80 administration 0 - 900 aud per week .  travel tour guide resumed that position because of regular bank wires last for 3 - 5 days . such long period prevents us from selling hot tours . besides the world leading payment systems like visa and mastercard decreased the limits for internet payments . the activity of financial managers in various regions became inauspicious a rescue for wide range of on - line companies which sells good up to bank limits .  travel tour guide has already got the network of financial managers working worldwide . we have got a high demand this sum effulgence mer in australia so our managers can not process all the transactions in time . so company resumed that vacancy in australia . please forward your letter toinfo @ travel - tour - guide . com and you will be sent the detailed job description and also you can ask for application form .  if you are not interested in this oppose job offer you can visit www . seek . com . au . a lot of vaca patina ncies from more than 75000 employers can be found there .",1
"Subject: you don _ t know how to get into search engine results ?  submitting your website in search engines may increase  your online sales dramatically .  if you invested time and money into your website , you  simply must submit your website  online otherwise it wiii be invisibie virtuaily , which means efforts spent in vain .  lf you want  peopie to know about your website and boost your revenues , the oniy way to do  that is to  make your site visible in places  where peopie search for information , i . e .  submit your  website in muitipie search enqines .  submit your website oniine  and watch visitors stream to your e - business .  best reqards ,  tiffinyfletcher _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
